"CHUNK 0,0"
24,24,24,24,4,5,5,5,5,5,5,5,5,6,24,24
24,24,24,4,21,21,21,21,21,21,21,21,21,21,5,5
24,24,24,20,21,21,21,21,21,21,21,21,21,21,21,21
24,24,4,21,21,21,21,1,2,2,2,2,3,21,21,21
24,4,21,21,21,21,1,54,52,52,52,52,55,3,21,21
24,20,21,21,21,21,17,52,52,52,52,52,52,19,21,21
4,21,21,21,21,1,54,52,52,52,52,52,52,55,3,21
20,21,21,21,1,54,52,52,52,52,52,52,52,52,19,21
20,21,21,21,17,52,52,18,52,52,52,52,52,52,55,2
20,21,21,1,54,52,52,18,18,52,52,52,52,52,52,52
36,21,21,17,52,52,52,18,52,52,52,52,52,52,52,52
24,20,21,17,52,52,52,18,52,52,52,52,52,52,52,52
24,20,21,17,52,52,52,52,52,52,52,52,52,52,52,52
24,20,21,17,52,52,52,52,52,52,52,52,52,52,52,52
24,20,21,17,52,52,52,52,52,52,52,52,52,52,52,52
24,20,21,17,52,52,52,52,52,52,18,52,52,52,52,52

"CHUNK 256,0"
24,24,24,24,9,86,86,86,86,86,86,86,86,86,86,86
6,24,24,24,24,8,9,86,86,86,86,86,86,86,86,86
21,6,24,24,24,24,24,8,9,86,86,86,86,86,86,86
21,21,6,24,24,24,24,24,24,25,86,86,86,86,86,86
21,21,21,6,24,24,24,24,24,25,86,86,86,86,86,86
21,21,21,21,6,24,24,24,24,25,86,86,86,86,86,86
21,21,21,21,22,24,24,24,24,24,9,86,86,86,86,86
21,21,21,21,21,5,6,24,24,24,25,86,86,86,86,86
3,21,21,21,21,21,22,24,24,24,24,9,86,86,86,86
52,2,3,21,21,21,21,6,24,24,24,25,86,86,86,86
52,52,55,2,3,21,21,21,6,24,24,24,9,86,86,86
52,52,52,52,19,21,21,21,21,6,24,24,25,86,86,86
52,52,52,52,55,3,21,21,21,22,24,24,25,86,86,86
52,52,52,52,52,19,21,21,21,22,24,24,25,86,86,86
52,18,52,52,52,19,21,21,21,22,24,24,25,86,86,86
52,18,52,52,52,19,21,21,21,22,24,24,25,86,86,86

"CHUNK 512,0"
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86

"CHUNK 768,0"
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86

"CHUNK 1024,0"
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86

"CHUNK 1280,0"
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,1,2
86,86,86,86,86,86,86,86,86,86,86,86,86,86,17,18
86,86,86,86,86,86,86,86,86,86,86,86,86,86,33,34
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,33
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86

"CHUNK 1536,0"
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
1,2,3,86,86,86,86,86,86,86,86,86,86,86,86,86
1,1,2,3,86,86,86,86,86,86,86,86,86,86,86,86
